AUTHORITARIANISM,SOCIALDOM,CRTScore3,CONSPIRACY,PARANOIA,CLOC,POLOC,ILOC,TRUSTState,ALT,Uk$Agreeableness,Uk$Conscientiousness,Uk$Neuroticism,Uk$Openness,Uk$Extraversion,Uk$MIGRANT1,Uk$MIGRANT2,Uk$COVID_Infected_Self_Binary,Uk$COVID_Infected_Rel_Binary,Uk$VAX,Uk$Sex,Uk$Employ_Binary,Uk$Education_Binary,Uk$TRUST6,Uk$TRUST7
36,16,2,30,14,15,16,10,10,36,8,10,8,6,4,5,7,1,0,1,1,1,1,4,4
30,31,0,30,15,12,12,12,11,27,6,6,6,6,10,7,7,0,0,1,1,1,1,3,3
20,24,0,46,17,13,13,12,12,29,7,7,5,7,6,5,6,0,0,1,0,0,1,2,1
35,13,2,50,8,11,11,11,6,35,8,7,8,7,6,9,10,0,0,1,0,1,1,5,5
20,33,2,45,12,11,19,11,16,30,7,8,3,8,8,6,4,0,0,1,1,1,1,2,4
34,11,0,44,17,12,13,10,10,27,5,6,7,6,5,8,7,0,0,0,1,1,1,4,4
24,22,3,28,12,12,13,11,13,26,8,9,4,9,7,6,7,0,0,1,1,1,1,4,4
28,28,0,30,5,6,15,10,16,38,8,7,8,6,6,4,5,0,0,1,0,1,1,5,5
25,24,0,42,10,16,11,13,11,22,8,6,7,6,6,4,3,0,0,1,0,1,1,4,4
32,28,3,27,10,10,13,11,20,18,7,7,4,7,7,7,6,0,0,1,1,1,1,4,4
44,8,0,37,24,9,18,9,10,42,6,10,10,9,6,10,10,0,0,0,0,1,1,4,4
27,31,3,35,15,13,14,13,16,25,7,5,6,5,4,8,2,0,0,0,1,1,1,4,5
30,32,1,30,15,12,12,12,10,27,6,6,6,6,6,5,5,0,0,0,0,1,1,2,2
35,17,2,42,12,14,10,9,10,44,6,10,8,6,3,7,8,0,0,1,0,1,1,4,4
31,34,1,16,15,10,17,8,15,23,5,5,3,3,6,5,7,0,0,0,0,1,1,2,3
23,23,1,36,15,13,11,10,13,32,6,6,7,8,4,5,7,0,0,0,0,1,1,3,4
32,15,0,34,6,8,14,10,16,36,8,8,2,7,8,9,10,0,0,1,0,1,1,4,4
16,21,2,37,5,8,14,10,13,43,9,6,7,6,7,7,3,0,0,1,1,1,1,3,3
28,22,0,45,11,18,11,12,14,42,6,5,5,6,5,10,8,0,0,1,0,1,1,5,5
42,20,0,41,17,12,12,10,5,42,8,6,6,5,4,9,9,0,0,0,0,1,1,4,4
32,34,3,30,15,11,13,13,15,27,5,6,5,7,7,5,5,0,0,0,1,1,1,3,3
32,32,0,30,17,12,12,12,15,27,6,6,6,6,6,6,4,1,1,0,1,1,0,3,3
30,32,2,55,25,21,9,9,25,9,6,5,6,6,2,1,1,0,0,0,0,0,1,5,4
33,32,0,14,20,14,7,12,13,20,8,6,6,6,4,8,7,0,0,0,0,1,1,2,3
30,32,1,30,15,12,12,13,15,27,6,6,6,6,6,5,5,0,0,0,0,1,1,3,3
32,10,2,20,8,4,15,7,15,39,8,6,3,7,5,8,9,0,0,1,1,1,1,5,5
30,32,1,30,15,12,12,12,8,31,6,6,6,6,6,5,5,0,0,0,0,0,0,2,2
35,20,0,18,9,11,15,13,11,38,8,8,4,8,8,8,8,0,0,1,0,1,1,5,5
29,25,2,36,10,14,11,12,15,29,8,8,6,8,9,8,8,0,1,0,0,1,1,4,4
47,19,1,37,9,18,13,11,17,34,7,5,9,9,7,10,10,0,0,0,0,1,1,5,5
27,24,1,21,20,14,11,12,17,26,6,9,10,6,5,4,3,0,1,1,0,0,1,4,4
28,42,1,35,19,11,14,9,15,24,6,5,5,7,8,3,3,0,0,0,0,1,1,3,3
31,16,3,32,12,17,15,13,14,31,6,8,6,10,9,9,9,0,0,1,0,1,1,4,4
36,24,0,44,20,13,9,11,12,28,4,6,9,6,4,10,10,0,0,1,1,1,1,4,5
28,36,0,27,20,8,13,12,20,37,5,8,6,6,3,7,8,0,0,1,1,1,1,3,4
25,28,0,43,6,13,11,10,6,37,8,9,6,7,3,4,3,0,0,0,0,1,1,2,3
31,26,0,27,19,17,12,10,13,39,5,8,6,7,5,8,7,0,0,0,0,0,0,5,5
27,30,1,32,15,12,12,12,13,29,6,6,6,5,6,7,6,0,0,1,0,1,1,2,3
30,34,1,26,18,17,10,8,12,35,6,6,5,6,4,9,7,1,1,1,1,1,1,2,2
30,32,1,30,15,12,12,12,15,27,6,6,6,6,6,5,5,1,0,1,0,1,1,3,3
28,32,0,31,10,12,12,12,12,17,7,5,7,8,7,6,6,0,0,0,0,1,1,2,3
30,19,0,30,16,16,15,14,10,9,7,7,8,7,5,7,7,0,0,1,0,1,1,4,4
27,13,0,37,17,14,14,12,10,20,9,6,8,6,5,8,8,0,0,0,0,1,1,3,4
32,19,1,36,10,15,13,12,15,34,6,8,7,8,6,9,8,0,0,0,0,1,1,3,4
25,21,1,37,9,11,15,12,19,41,6,9,6,6,6,6,5,0,0,1,0,0,1,4,4
28,31,0,39,19,15,11,13,12,24,5,7,7,6,4,4,1,0,0,1,1,1,1,5,5
28,32,0,28,16,12,14,12,12,32,6,5,6,7,5,7,7,0,0,1,1,1,1,2,2
28,31,0,46,22,17,12,9,25,41,6,6,6,5,2,10,9,0,0,1,1,1,1,5,5
30,34,0,40,25,8,20,10,13,36,9,8,3,6,4,8,8,0,0,0,0,1,1,2,2
26,26,0,33,15,11,12,13,8,19,7,6,8,6,4,3,5,0,0,1,0,1,1,2,3
36,22,1,40,7,10,17,10,15,38,8,7,5,7,8,9,9,1,0,1,0,1,1,5,5
30,32,0,41,19,13,11,11,10,28,6,6,8,6,6,5,5,0,1,1,0,1,1,2,2
21,30,2,42,12,11,16,15,13,34,8,10,5,6,6,3,3,0,0,0,0,1,1,4,4
30,34,2,26,13,10,11,13,15,28,6,5,6,6,6,10,10,1,1,0,1,1,1,3,3
26,29,0,41,13,11,16,10,17,33,7,9,5,8,7,4,5,0,0,0,1,1,1,4,4
28,30,1,21,15,11,13,13,19,28,6,6,7,7,6,6,5,0,1,1,0,1,1,3,2
29,28,0,40,13,8,13,12,14,32,8,7,9,6,5,7,7,0,0,0,0,1,1,4,4
30,16,0,33,10,12,13,11,22,34,9,9,8,8,5,8,9,0,0,1,1,1,1,4,5
26,27,1,42,13,14,11,10,14,17,7,8,8,7,6,7,5,0,0,0,0,1,1,3,4
25,29,0,38,14,8,14,11,12,27,7,8,4,6,4,5,6,0,0,1,1,1,1,3,3
28,38,2,37,9,6,14,11,15,22,5,10,4,6,4,7,5,0,0,1,1,1,1,5,5
27,13,0,29,14,7,14,12,20,37,9,8,6,9,7,9,8,0,0,1,0,1,1,4,4
18,30,2,46,18,16,17,15,18,32,4,9,10,9,5,3,2,1,0,1,0,1,1,5,5
34,34,0,26,15,12,16,9,8,35,7,7,3,6,5,6,5,0,0,1,1,0,1,4,3
18,27,0,41,15,12,12,12,5,45,6,10,2,10,6,1,1,0,0,1,0,1,1,1,1
30,32,0,55,15,13,12,11,15,27,6,8,6,6,6,4,5,0,0,1,0,1,1,3,2
34,8,3,35,11,9,18,11,9,41,9,6,4,9,8,8,7,0,1,1,0,0,1,4,4
30,32,0,30,15,12,12,12,15,27,6,6,6,6,6,6,6,0,0,0,1,1,1,3,3
34,26,0,37,18,16,16,15,15,20,8,6,6,5,3,6,7,0,0,1,0,1,1,4,4
28,32,0,23,17,15,12,10,16,22,6,7,7,7,5,8,7,0,0,1,0,1,1,3,3
42,10,2,30,14,12,14,9,10,36,6,5,4,5,4,10,10,0,0,0,0,1,1,4,4
25,12,0,38,9,14,14,10,15,38,9,9,7,7,3,8,5,1,0,0,0,1,1,4,5
28,12,0,40,17,9,13,10,6,23,5,5,9,9,7,6,4,0,0,1,0,1,1,2,2
27,12,1,54,20,17,11,12,10,34,9,8,8,8,8,6,7,0,0,1,0,1,1,4,4
34,34,1,19,14,10,14,12,16,25,8,5,6,6,6,6,5,0,0,0,0,1,1,3,3
27,31,0,41,20,16,8,13,15,35,8,6,6,6,6,10,10,0,0,1,0,0,1,3,3
33,45,0,55,20,12,11,10,13,27,6,8,6,5,3,9,8,0,0,0,0,1,1,4,3
30,32,0,30,17,12,12,12,15,27,6,6,6,6,6,6,7,0,0,0,1,1,1,3,3
29,30,2,53,9,5,13,13,8,21,7,9,6,9,8,8,2,0,0,0,0,1,1,4,3
36,26,0,39,22,16,10,9,12,32,8,5,6,9,5,10,10,0,0,1,1,1,1,5,5
30,9,0,43,12,14,12,14,11,36,8,10,8,10,7,10,10,1,0,1,0,1,1,3,3
36,15,0,52,18,10,16,7,19,25,9,6,6,9,6,9,10,0,0,0,0,1,1,4,4
39,8,2,45,20,19,9,16,9,45,9,7,10,7,6,10,10,0,0,1,0,1,1,5,4
21,8,0,36,8,11,15,9,15,21,8,10,6,7,4,5,4,0,0,1,0,1,1,5,4
41,12,0,33,11,14,18,15,21,44,9,9,6,9,6,4,4,1,0,1,0,1,1,5,5
19,25,0,32,11,13,12,11,15,29,8,9,7,7,5,7,7,0,0,1,0,0,1,3,3
22,10,0,40,9,17,9,9,13,45,6,9,4,6,3,6,2,0,0,0,0,1,1,5,5
32,30,0,31,17,11,10,12,18,19,6,5,6,8,7,5,5,0,0,1,0,1,1,2,4
36,32,0,36,15,14,12,12,14,32,6,7,6,7,6,8,6,0,0,1,0,1,1,4,5
30,18,0,32,15,7,13,14,13,26,6,9,8,4,3,6,5,0,0,1,0,1,1,5,4
29,37,3,36,21,18,15,12,10,30,5,7,6,5,4,8,9,1,1,1,1,1,1,3,2
27,23,0,49,19,14,13,13,6,21,3,4,9,5,4,5,6,0,0,1,0,1,1,2,1
30,33,0,45,20,19,11,9,9,38,6,6,6,6,2,8,10,1,1,1,0,1,1,1,1
26,32,0,37,24,19,10,11,11,42,8,7,6,6,3,8,9,0,0,0,0,0,1,1,2
28,21,0,38,12,9,16,10,11,23,5,8,6,7,4,8,10,0,0,0,0,1,1,4,3
30,32,0,30,15,12,12,12,10,27,6,6,6,6,6,5,5,0,0,1,0,1,1,3,3
24,21,1,39,18,20,15,13,13,30,9,5,7,6,4,8,6,0,0,1,0,0,1,3,4
33,18,0,44,8,4,17,10,14,32,7,9,5,6,3,10,10,0,0,1,0,1,1,4,4
34,21,0,36,6,6,15,11,10,31,8,7,5,7,6,7,7,0,0,1,0,1,1,5,5
34,19,0,35,10,8,16,13,9,23,5,9,8,5,4,9,9,0,0,0,0,1,1,2,3
30,32,0,36,13,13,11,9,17,33,7,5,4,5,5,8,7,0,0,0,1,1,1,4,3
29,17,1,49,5,7,18,10,12,44,6,8,3,6,9,10,10,0,0,0,1,1,1,4,4
31,22,2,26,5,13,14,14,17,35,6,8,7,8,6,6,7,0,0,1,0,1,1,5,5
40,16,1,49,14,12,14,11,9,28,7,6,5,10,6,9,9,0,0,1,1,0,1,3,3
30,32,0,30,25,3,15,15,5,27,6,6,6,6,10,7,7,0,0,1,0,1,0,1,1
30,32,0,40,25,20,9,9,23,39,6,6,6,6,2,10,10,0,0,1,0,0,1,5,5
21,34,0,40,6,7,16,12,16,32,10,10,4,6,8,3,1,0,0,1,1,1,1,4,4
26,28,0,30,13,12,12,12,15,36,6,6,6,6,6,5,5,0,0,1,1,1,1,3,3
24,23,3,55,18,15,12,11,5,45,4,9,8,6,4,10,10,0,0,1,0,1,1,3,3
32,20,0,29,11,12,12,11,10,35,9,5,8,6,3,8,10,0,0,0,1,1,1,2,2
30,32,1,30,15,13,12,12,15,27,6,6,6,6,6,6,5,0,0,1,1,1,1,3,3
30,32,0,30,15,12,12,13,14,27,6,6,6,6,6,5,5,0,0,0,1,1,1,2,3
19,26,0,52,13,6,14,9,15,25,7,9,3,7,4,2,3,0,0,0,0,1,0,5,5
34,20,0,35,7,7,13,12,13,34,7,9,3,7,8,9,9,0,0,1,0,1,1,4,4
22,22,0,34,7,10,15,13,10,21,6,9,4,3,4,7,3,0,0,1,1,1,1,4,4
26,22,1,32,9,9,11,9,20,35,8,8,4,4,4,7,7,0,0,0,0,1,1,4,4
27,16,0,51,17,12,9,10,8,30,4,9,4,6,3,8,9,0,0,0,0,1,1,4,3
37,24,2,33,5,11,15,12,10,27,8,10,6,8,9,8,8,0,0,1,1,1,1,4,5
30,32,0,30,14,11,12,12,15,26,5,6,6,6,6,5,4,0,0,1,0,1,1,3,3
26,32,2,41,12,13,10,10,11,36,8,10,4,7,6,7,6,0,0,1,1,1,1,3,2
36,24,3,39,21,17,14,12,12,30,3,8,10,5,7,7,8,0,0,0,1,0,1,4,4
35,8,0,42,5,5,15,7,7,31,8,3,6,7,6,10,10,0,0,1,0,1,1,4,4
39,16,3,43,13,19,10,13,10,26,6,8,5,5,6,9,9,0,0,1,1,1,1,5,5
36,22,2,32,12,12,14,11,9,43,10,10,2,6,8,7,7,0,0,1,1,1,1,4,4
31,31,1,35,20,15,9,12,10,37,7,4,5,6,3,9,7,1,1,1,0,1,1,2,2
26,30,0,11,12,9,12,8,15,32,6,10,4,8,7,2,1,0,0,1,0,1,1,4,4
28,28,0,26,18,10,9,13,10,32,5,4,8,4,4,6,6,0,0,0,0,1,1,4,4
37,18,2,43,11,11,10,13,18,19,7,7,7,6,4,7,7,0,0,0,1,1,1,4,4
32,18,3,40,7,7,15,12,9,24,7,9,4,6,5,6,6,0,0,1,1,1,1,4,4
30,31,2,25,5,4,15,9,14,22,5,9,2,7,5,6,5,0,0,0,1,1,1,4,4
28,18,1,18,13,12,14,8,14,38,5,7,10,5,5,8,7,0,0,1,1,1,1,5,5
38,14,1,27,9,13,15,9,11,37,7,10,4,10,7,5,5,0,0,1,1,1,1,4,4
30,20,0,33,17,3,15,15,10,45,8,6,8,6,5,7,4,0,0,0,0,1,1,2,2
27,26,0,48,23,14,10,12,13,41,7,8,6,9,7,8,6,0,0,1,0,1,1,5,5
21,36,0,39,21,15,15,14,6,18,3,7,10,4,2,3,3,0,0,1,1,1,1,3,3
29,36,1,41,8,14,12,10,18,30,6,6,4,8,8,7,7,0,0,1,1,1,1,5,5
24,28,2,52,9,16,9,11,15,40,6,7,7,6,4,6,7,0,0,0,1,1,1,3,3
32,32,0,30,10,12,12,12,15,27,7,7,6,6,5,6,6,0,1,1,1,1,1,3,3
26,26,3,30,10,11,14,12,18,31,8,8,4,5,5,8,7,0,0,1,0,0,1,4,4
32,8,3,23,16,15,14,13,11,37,5,7,4,8,6,9,9,0,0,1,0,1,1,4,4
31,34,1,45,22,18,10,11,19,38,6,7,6,5,3,8,9,0,0,1,1,1,1,5,4
26,30,0,31,12,12,15,10,13,25,6,8,7,6,6,4,6,0,0,1,1,1,1,2,4
28,23,2,41,17,14,11,10,16,40,7,10,10,7,7,6,6,0,0,1,1,1,1,5,5
34,39,0,33,21,15,11,9,19,34,6,6,5,5,3,7,8,0,0,0,0,1,1,4,4
31,37,1,18,7,14,14,12,20,21,6,9,2,6,5,6,5,0,0,1,1,1,1,4,5
21,28,0,42,15,15,12,11,13,36,6,6,8,8,6,5,5,0,0,1,0,0,1,4,5
30,26,3,22,12,14,15,9,16,19,7,8,7,9,7,10,7,0,0,0,0,1,1,5,4
25,24,1,30,5,3,15,11,19,36,8,10,2,6,6,5,5,0,1,1,0,1,1,5,5
24,19,0,42,13,14,11,12,15,30,6,7,6,8,6,6,5,0,0,1,0,1,1,4,5
29,29,0,41,10,10,14,12,14,22,5,8,6,7,7,4,4,1,0,0,1,1,1,3,4
34,20,0,31,5,10,9,10,14,29,9,10,5,8,8,8,5,0,1,0,0,1,1,4,5
35,26,2,41,12,11,12,11,10,27,5,10,4,9,7,7,9,0,0,0,1,1,1,4,4
28,31,1,44,25,18,11,10,8,38,6,5,6,6,4,9,10,0,0,0,1,1,1,1,2
30,32,0,55,15,12,12,12,10,27,6,6,6,6,6,10,10,0,0,0,1,1,1,2,3
23,14,1,25,16,8,18,10,20,20,8,9,6,6,4,7,9,0,0,1,1,1,1,5,5
20,12,1,40,7,4,20,10,13,32,8,10,3,8,8,6,8,0,0,0,1,1,1,3,4
15,32,3,33,14,5,17,11,10,25,2,10,5,6,6,5,4,0,0,1,1,1,1,2,3
25,25,0,32,15,13,12,11,16,43,6,7,7,5,4,8,8,0,1,1,0,1,1,3,3
29,34,2,41,14,11,9,10,18,41,5,8,8,7,3,7,3,0,0,0,0,1,1,4,5
43,17,3,32,11,12,17,12,15,27,7,7,4,9,6,8,7,0,0,0,1,0,1,4,4
32,34,0,45,10,14,12,11,10,39,8,6,6,6,5,8,8,0,0,1,0,1,1,2,3
28,22,0,36,15,18,12,15,5,23,7,6,4,9,8,5,5,0,0,1,0,1,1,4,4
41,14,2,32,5,10,15,11,15,27,8,6,4,7,5,8,8,0,0,0,1,1,1,4,4
30,15,3,40,11,10,16,10,12,25,8,7,4,9,6,8,10,0,0,1,0,1,1,3,3
28,21,3,36,8,12,15,9,17,43,9,9,2,5,3,7,7,0,0,1,1,1,1,5,5
27,34,1,45,21,17,10,10,22,40,8,5,6,6,3,10,9,0,0,0,1,1,1,3,3
42,14,0,41,17,14,13,10,5,27,7,8,3,5,3,5,4,0,0,1,1,1,1,1,1
21,49,2,43,22,7,10,10,8,24,4,10,4,2,2,1,1,0,0,1,1,1,1,5,5
22,21,2,35,11,7,14,12,14,30,6,4,4,5,5,7,7,0,0,0,0,1,1,4,4
38,13,3,25,8,12,15,11,11,24,5,8,4,7,5,8,8,0,0,1,1,0,1,4,3
26,33,0,47,23,16,11,13,16,36,6,8,6,10,7,4,2,0,0,0,1,0,1,3,4
29,13,3,38,7,11,14,12,7,27,7,9,6,4,4,8,8,0,0,1,0,1,1,2,3
25,21,0,17,5,3,15,4,21,39,8,10,2,7,6,7,7,0,0,1,1,1,1,5,5
27,30,1,48,23,17,10,10,21,43,6,7,6,5,3,10,9,0,0,0,1,1,1,5,5
26,24,1,45,11,12,13,13,11,13,6,6,5,6,5,5,4,0,0,1,1,1,1,4,3
21,36,2,33,11,13,12,10,6,27,7,8,5,6,6,4,2,0,0,1,1,1,1,3,4
34,10,0,49,20,15,8,12,13,27,9,6,10,7,3,4,5,0,0,1,0,1,1,5,5
26,26,0,49,21,13,15,12,14,24,5,10,10,10,6,2,2,0,0,1,0,1,1,5,5
43,11,2,46,16,10,13,13,9,36,8,5,10,10,7,10,10,0,0,1,0,0,1,4,3
29,28,2,31,12,12,10,10,13,30,5,5,7,5,4,6,6,0,0,1,0,1,1,3,4
30,32,0,31,13,13,12,12,16,24,7,5,7,8,9,5,5,0,0,0,0,0,1,3,4
24,30,2,23,12,7,13,9,17,27,4,6,8,4,4,6,6,0,0,1,1,1,1,4,4
32,28,0,34,17,13,10,11,13,33,5,7,6,6,5,8,7,1,0,1,1,1,1,3,4
24,30,0,35,5,12,12,12,13,32,10,6,5,6,7,5,5,0,0,1,0,1,1,4,4
33,13,1,29,6,7,16,8,11,29,9,10,2,6,8,9,10,0,0,1,1,1,1,5,5
23,23,0,35,15,4,16,10,16,36,6,10,9,9,10,6,9,0,0,1,1,1,1,4,4
39,18,1,39,10,6,16,12,16,36,5,9,9,10,7,9,9,0,0,1,0,1,1,5,5
30,32,0,50,15,6,18,8,15,30,7,10,6,6,3,5,5,0,1,1,0,1,1,3,3
22,17,2,37,12,17,14,12,16,31,5,5,5,8,8,4,5,0,0,1,0,0,1,4,5
25,32,0,26,18,12,12,14,18,30,7,9,4,8,6,7,7,0,0,0,1,1,1,5,5
22,16,0,40,16,16,13,10,17,36,6,8,8,6,4,8,8,0,0,1,0,1,1,4,4
37,8,1,29,9,12,11,17,15,45,8,8,9,8,7,8,8,0,0,1,1,1,1,4,5
23,15,1,36,17,14,15,11,10,32,5,7,7,9,7,10,10,1,0,0,0,1,1,4,5
27,20,2,35,9,9,14,11,12,24,7,6,4,6,7,4,4,0,0,1,0,1,1,3,4
27,32,3,39,14,12,12,12,11,33,5,6,3,7,6,7,6,0,0,0,1,1,1,2,3
26,30,0,44,15,12,12,10,10,27,6,5,6,6,6,4,4,0,0,0,1,1,1,2,2
33,31,1,31,13,13,16,14,7,25,3,7,4,8,6,7,6,0,0,1,1,1,1,4,4
26,27,0,31,15,14,15,10,15,29,6,5,7,6,4,4,7,0,1,1,1,1,1,4,4
31,21,1,32,10,11,17,11,18,35,8,8,4,6,6,4,8,0,0,0,0,1,1,4,4
26,17,0,34,21,13,15,11,9,27,8,8,7,8,6,3,4,0,0,1,0,1,1,2,4
35,27,3,45,17,12,12,12,19,36,6,8,6,6,4,9,9,0,0,0,0,1,1,4,4
34,9,0,15,10,4,15,10,19,19,8,10,7,2,5,8,10,0,0,1,0,1,1,5,4
41,11,0,40,7,15,17,12,14,36,8,4,4,5,4,8,10,0,0,1,0,1,1,4,4
39,26,3,36,5,7,16,9,18,28,8,8,3,5,4,9,9,0,0,1,0,1,1,5,5
30,32,2,39,20,12,12,11,12,27,6,5,7,6,6,6,6,0,0,1,0,0,1,3,3
32,32,0,30,16,12,16,10,15,28,6,6,7,6,6,3,3,0,0,1,0,1,1,3,3
31,34,3,33,11,12,13,11,16,31,8,8,4,8,6,6,7,1,0,1,0,1,1,5,5
35,9,1,55,20,18,10,10,9,27,5,6,6,6,6,7,5,0,0,1,0,1,1,4,4
32,36,0,30,15,17,11,10,9,19,6,10,8,6,6,4,4,0,0,1,0,0,1,3,3
32,19,1,39,8,17,16,9,12,24,7,6,3,5,3,8,8,0,1,1,0,1,1,4,4
31,34,0,34,12,8,15,9,11,23,6,8,5,8,9,5,3,0,0,1,1,1,1,4,4
34,31,0,40,23,15,12,13,12,31,5,7,8,7,5,7,7,0,0,1,1,1,1,2,2
26,18,0,28,13,11,13,11,12,25,8,7,5,6,6,5,5,0,0,0,0,1,1,3,3
41,9,3,29,11,17,8,11,14,36,7,4,10,9,6,8,10,1,0,0,0,1,1,4,4
22,39,2,27,11,12,12,11,15,28,6,8,5,6,6,4,4,0,0,0,1,1,1,2,2
42,28,0,39,18,11,14,12,16,41,4,9,7,6,4,7,8,1,1,1,0,1,1,4,4
42,8,2,28,20,15,12,10,12,25,3,9,6,5,5,7,10,0,0,0,0,1,1,5,4
33,24,3,36,13,12,14,10,11,27,5,9,9,7,4,8,8,0,0,1,1,1,1,4,4
21,37,2,34,17,12,12,11,19,31,7,6,8,5,4,7,6,0,0,1,1,1,1,5,5
39,27,2,31,13,13,12,12,12,36,7,5,7,6,6,8,8,0,0,0,1,1,1,5,4
41,13,3,28,6,14,15,9,12,31,8,6,4,5,5,7,8,0,0,1,1,1,1,5,5
19,11,0,50,12,11,15,12,16,27,8,10,7,5,3,5,7,0,0,0,0,1,1,4,4
33,21,0,30,9,10,18,13,14,27,6,8,7,8,4,5,5,0,0,0,0,1,1,4,4
35,18,3,17,10,13,15,10,15,31,6,8,5,5,4,8,8,1,0,1,1,1,1,5,5
21,16,0,48,14,14,12,9,20,41,7,10,2,7,4,10,9,0,0,1,1,1,1,5,5
19,8,0,43,18,15,16,15,10,36,2,9,10,2,3,7,4,0,0,1,0,0,1,4,4
47,8,0,33,12,20,12,11,10,40,9,10,4,9,9,8,8,0,0,1,0,1,1,4,4
27,24,2,45,11,10,14,11,9,22,7,10,3,7,7,6,6,0,0,0,0,1,1,3,3
30,23,0,20,25,20,9,9,6,40,6,6,6,6,3,10,8,0,0,1,0,1,1,5,5
29,32,0,54,23,20,11,9,24,41,6,5,6,6,4,9,9,0,0,0,0,1,1,5,4
37,26,2,38,10,14,15,10,20,21,6,3,7,4,4,5,5,0,0,1,0,1,1,4,5
27,34,1,40,22,16,10,12,15,38,6,7,7,8,7,8,7,0,0,1,0,1,1,4,5
35,38,1,32,10,13,6,12,20,27,4,7,6,6,5,6,3,0,0,1,0,1,1,4,4
38,20,0,26,6,8,16,12,15,27,6,9,3,8,5,7,9,0,0,1,0,1,1,4,4
33,43,2,50,14,7,16,11,15,26,7,10,2,9,7,2,1,0,0,1,1,1,1,3,3
21,30,2,44,7,15,13,11,13,25,8,10,6,4,3,2,2,1,1,1,0,1,1,3,4
24,30,1,50,23,11,11,14,14,34,5,6,7,9,6,9,9,0,1,0,1,1,1,4,4
34,24,2,32,13,12,13,12,16,25,6,7,6,7,7,7,7,0,0,1,1,1,1,4,4
33,29,0,30,19,17,10,10,22,40,5,7,7,6,3,7,8,0,0,0,1,1,1,5,4
28,24,1,30,14,12,11,12,15,30,6,7,5,5,6,7,8,0,0,0,1,1,1,3,2
29,26,1,40,12,13,15,11,19,23,7,8,8,5,4,6,6,0,0,1,0,1,1,4,4
21,12,0,32,12,18,11,14,12,32,2,8,3,9,6,5,5,0,0,1,0,1,1,3,3
27,32,1,32,14,15,14,10,19,29,7,8,5,5,4,8,8,0,0,1,0,1,1,4,4
26,32,0,29,13,9,11,13,10,28,6,6,6,6,4,7,7,0,0,0,1,1,1,3,2
35,19,1,25,5,5,15,13,19,28,6,10,3,4,5,9,9,0,0,1,1,1,1,4,4
41,16,1,55,15,13,16,10,9,29,7,8,5,6,5,8,8,0,0,0,1,1,1,4,4
22,14,0,21,10,7,13,10,10,25,5,7,6,8,5,4,6,0,0,0,0,1,1,4,4
28,32,2,30,15,12,12,12,10,27,6,6,6,6,6,5,5,0,0,1,1,1,1,2,2
34,16,0,30,15,3,19,14,16,35,6,9,6,6,7,8,8,0,0,1,0,1,1,3,3
30,30,1,22,9,16,12,10,14,31,7,8,4,7,8,8,8,0,0,1,1,1,1,5,4
24,34,1,28,14,10,12,13,16,27,5,6,5,4,6,6,5,0,0,1,0,1,1,2,3
18,35,0,15,5,8,15,9,17,33,6,8,2,6,6,4,1,0,0,1,1,1,1,4,5
21,32,0,40,20,17,11,11,13,27,7,6,6,7,4,10,10,0,1,1,1,1,1,2,2
20,16,0,55,13,13,12,8,5,30,7,10,4,7,6,10,10,0,0,1,0,1,1,1,2
40,17,1,41,12,15,15,13,14,27,6,8,10,6,4,7,8,0,0,1,0,1,1,4,4
36,13,2,41,10,10,13,9,11,28,8,8,3,8,8,10,8,0,0,1,1,1,1,4,4
36,19,3,40,8,5,18,9,9,45,10,7,2,10,7,10,10,0,0,1,0,1,1,5,5
34,23,0,36,15,13,12,14,12,21,7,9,7,7,3,3,3,0,0,0,0,1,1,4,4
30,28,2,38,18,16,10,12,15,29,7,6,7,6,5,7,9,0,0,1,1,1,1,4,4
24,36,1,49,15,12,12,12,10,35,7,6,5,7,5,6,4,0,0,1,1,0,1,3,5
45,20,0,55,15,15,6,14,5,13,5,3,7,6,5,5,4,0,0,0,0,0,1,1,1
28,22,2,33,14,12,14,10,15,30,7,8,6,7,6,6,6,0,0,1,1,1,1,4,4
34,28,0,32,14,14,10,10,16,23,7,5,5,5,5,7,7,0,0,0,1,1,1,4,3
32,9,1,18,9,10,16,9,16,35,7,8,8,7,4,7,10,0,0,1,1,1,1,5,5
30,23,1,39,14,13,14,14,10,26,6,7,8,8,6,7,1,0,0,1,0,1,1,4,4
22,45,0,43,14,5,10,9,17,36,5,9,8,10,7,8,8,0,0,0,1,1,1,4,4
30,32,0,30,15,12,12,12,15,27,6,6,6,6,6,5,5,0,0,0,1,1,1,3,3
37,22,0,32,12,12,14,11,10,23,7,7,6,5,5,8,8,0,0,1,1,1,1,3,4
30,32,0,41,25,21,9,9,22,45,6,6,6,6,2,10,10,0,1,1,0,1,1,5,5
30,32,0,44,17,5,15,13,10,45,6,6,6,6,6,10,10,0,0,1,0,1,1,2,2
30,34,2,39,10,15,11,9,11,39,7,9,4,8,6,8,8,0,0,1,0,1,1,4,4
32,36,0,22,13,10,15,10,11,19,4,10,3,5,4,3,3,0,0,0,0,1,1,4,3
40,24,1,20,12,14,13,10,12,43,7,8,6,6,7,9,7,0,0,1,0,1,1,4,4
30,33,0,46,15,12,12,11,7,29,6,6,6,6,5,8,9,0,0,0,1,1,1,1,1
35,11,2,37,14,12,12,11,7,39,7,8,4,6,6,5,5,0,0,1,0,1,1,3,4
