Sex,Education_Binary,Occupation_Binary,Authoritarianism1,Authoritarianism2,Authoritarianism3,Authoritarianism4,Authoritarianism5,Authoritarianism6,Social_Dominace1,Social_Dominance2,Social_Dominance3,Social_Dominance4,Social_Dominance5,Social_Dominance6,Social_Dominance7,Social_Dominance8,MigrantAttitudes1,MigrantAttitudes2,MigrantAttitudes3,IWAH1,IWAH2,IWAH3,IWAH4,IWAH5,IWAH6,IWAH7,IWAH8,IWAH9,Trust_Body1,Trust_Body2,Trust_Body3,Trust_Body4,Trust_Body5,Trust_Body6,Trust_Body7,Pregnant,Conspiracy_1,Conspiracy_2,Conspiracy_3,Conspiracy_4,Conspiracy_5,TRUST_1,TRUST_2,TRUST_3,TRUST_4,TRUST_5,TRUST_6,TRUST_7,TRUST_8,TRUST_9,C19_Infected_Binary,C19_SomeoneClose_Infected_Binary,Vax_Self,Vax_Self_Yes,Vax_Self_Maybe,Vax_Self_No,Vax_Self_Binary,Paranoia1,Paranoia2,Paranoia3,Paranoia4,Paranoia5,LOC1,LOC2,LOC3,LOC4,LOC5,LOC6,LOC7,LOC8,LOC9,Personality1,Personality2,Personality3,Personality4,Personality5,Personality6,Personality7,Personality8,Personality9,Personality10,CRT1,CRT2,CRT3,Trust_in_Irish_State,Conspiracy,Paranoia,Authoritarianism,IdentificationOthers,SocialDominance
0,0,1,4,2,2,5,4,2,4,3,3,2,4,2,3,4,3,4,2,1,2,2,3,3,2,3,2,1,4,3,4,5,5,3,4,0,4,3,2,3,4,3,4,3,3,3,3,3,2,3,0,0,-99,-99,-99,-99,-99,3,3,3,3,4,3,2,5,3,5,3,4,6,4,3,2,3,3,4,3,3,3,3,3,5,5,1,28,16,16,19,19,25
0,1,0,2,2,4,2,3,4,4,4,2,2,2,2,4,4,8,7,4,4,3,3,4,3,3,4,3,3,3,3,4,2,1,3,4,0,3,9,8,6,7,3,3,3,1,1,3,2,3,3,0,0,0,1,0,0,0,3,2,4,2,4,3,3,2,3,5,2,6,5,6,2,4,4,2,3,4,2,4,3,4,1,1,5,20,33,15,17,30,24
0,1,0,4,3,2,4,3,5,1,1,1,1,1,1,4,1,8,8,3,5,5,5,4,4,4,4,4,4,4,4,5,5,3,5,5,0,3,4,7,2,2,2,2,2,2,1,4,4,4,3,0,0,0,1,0,0,0,1,1,4,3,2,1,1,1,1,2,2,1,2,4,2,5,3,2,2,2,4,4,1,3,5,5,5,31,18,11,21,39,11
1,1,1,5,4,1,1,3,5,3,4,4,4,3,3,3,3,8,8,3,2,3,3,2,2,2,2,2,2,3,3,3,3,3,5,5,0,6,7,6,1,1,2,4,4,1,1,4,4,4,1,1,0,0,1,0,0,0,1,1,2,1,1,4,1,1,1,2,1,1,1,1,3,2,2,5,4,1,1,5,3,3,5,1,1,25,21,6,19,20,27
0,1,0,3,3,2,1,2,4,1,1,1,1,1,2,2,1,7,8,3,4,5,4,4,4,4,4,4,4,3,3,4,3,2,5,4,0,11,9,9,8,7,3,3,3,3,3,4,4,4,3,0,0,0,1,0,0,0,1,4,4,4,4,3,3,2,3,3,2,4,5,4,4,4,2,2,5,5,2,5,3,5,7,5,6,24,44,17,15,37,10
0,0,1,5,5,3,1,5,5,1,1,1,1,1,5,1,1,5,6,5,5,5,4,5,5,5,5,5,5,3,3,5,3,3,5,5,0,1,9,7,1,1,4,4,4,2,1,4,4,4,4,0,0,0,1,0,0,0,1,1,1,1,1,2,1,6,1,2,2,6,2,7,5,5,5,1,5,5,5,5,1,5,5,5,5,27,19,5,24,44,12
0,1,0,3,3,1,3,1,1,3,3,3,3,3,3,3,3,5,5,3,4,4,4,5,5,5,5,5,5,1,1,3,1,1,3,4,0,11,11,11,11,11,3,3,3,4,1,4,4,1,4,0,0,1,0,1,0,1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,6,5,14,55,15,12,42,24
1,0,1,2,4,1,1,2,5,3,2,2,2,1,2,3,1,8,7,2,2,3,2,4,4,4,4,4,3,2,2,2,2,2,3,3,0,10,10,8,6,8,3,2,3,1,1,3,4,3,2,0,0,0,1,0,0,0,4,4,4,3,4,5,3,5,3,3,2,6,5,4,3,4,2,4,2,2,4,5,5,5,5,6,5,16,42,19,15,30,16
1,1,0,2,5,3,2,3,4,4,3,2,3,2,3,4,2,6,7,2,4,3,3,4,4,4,5,5,5,4,4,5,5,5,4,5,0,2,6,10,8,6,4,4,4,4,2,4,4,4,3,0,0,0,1,0,0,0,4,2,2,2,3,4,4,6,2,2,3,5,4,3,5,4,3,2,2,5,4,4,1,4,5,1,1,32,32,13,19,37,23
0,1,1,3,2,4,3,3,3,2,4,2,4,2,2,2,4,5,6,3,3,3,3,4,4,4,4,4,4,2,2,3,3,2,2,4,0,7,7,6,7,7,2,2,2,2,2,4,4,3,3,0,0,0,1,0,0,0,2,2,2,2,2,3,3,4,4,3,3,5,7,4,2,4,3,2,2,4,3,3,3,4,1,1,7,18,34,10,18,33,22
0,1,0,4,4,2,1,3,3,3,2,4,4,3,3,2,2,6,5,2,3,3,4,2,4,2,3,2,3,3,3,4,4,2,4,4,0,6,7,4,5,6,2,3,2,3,3,3,3,2,3,0,0,1,0,1,0,1,2,3,2,2,3,4,3,5,4,3,5,4,3,5,2,5,4,2,4,2,4,3,3,4,5,7,7,24,28,12,17,26,23
0,0,0,4,3,4,1,2,4,3,2,2,4,2,3,4,2,5,4,4,1,3,3,1,2,3,1,3,4,1,1,3,2,1,1,3,0,4,10,8,4,9,2,2,2,3,2,2,2,1,4,0,0,2,0,0,1,1,1,4,3,4,4,2,3,2,5,2,2,4,3,5,2,4,2,2,1,5,4,4,3,5,5,5,5,12,35,16,18,21,22
0,1,0,4,2,2,2,2,4,2,2,2,3,2,3,2,2,8,8,4,5,5,5,4,4,4,4,4,4,4,4,4,3,3,4,4,0,5,7,6,7,7,2,3,3,1,1,4,4,4,3,0,0,0,1,0,0,0,2,2,3,1,2,5,3,4,3,2,3,5,3,4,2,4,4,2,2,3,3,4,3,2,5,5,1,26,32,10,16,39,18
1,1,1,2,1,3,3,2,4,2,4,3,3,4,2,5,3,6,5,3,2,4,3,3,4,5,2,3,5,2,3,2,2,3,4,3,0,9,7,7,6,3,3,4,2,2,3,2,2,2,2,0,0,0,1,0,0,0,3,4,4,4,4,5,5,3,3,3,2,5,4,5,2,4,4,3,3,4,2,2,3,3,5,1,5,19,32,19,15,31,26
1,1,0,2,4,4,3,2,4,4,2,3,4,2,4,2,3,8,8,2,5,5,5,1,1,2,5,5,5,5,5,5,5,4,4,5,0,2,3,8,7,7,4,4,4,4,3,4,3,3,3,0,0,0,1,0,0,0,3,3,2,3,3,4,4,4,5,3,3,4,4,5,2,5,4,3,2,4,3,4,2,3,5,7,5,33,27,14,19,34,24
0,0,0,2,4,3,4,4,4,3,3,2,4,2,4,4,2,7,6,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,0,7,5,6,5,6,1,2,3,2,2,2,2,3,3,0,0,0,1,0,0,0,4,3,4,3,3,3,5,5,5,4,4,4,6,4,3,4,2,2,3,3,3,4,3,4,5,5,5,21,29,17,21,25,24
0,1,0,3,2,3,3,2,2,2,4,1,1,4,3,3,3,10,10,4,3,3,3,3,2,2,4,3,3,3,2,3,3,3,3,3,1,8,6,6,6,7,2,3,2,3,2,3,2,3,3,0,0,0,1,0,0,0,3,3,3,2,1,3,4,4,5,4,3,3,4,4,3,3,4,4,2,3,2,3,4,3,5,5,1,20,33,12,15,26,21
1,0,1,5,3,2,2,5,3,3,4,2,2,1,2,1,1,8,8,3,2,1,3,2,2,4,1,1,1,1,1,1,1,1,2,1,0,9,9,10,8,9,1,1,1,2,2,1,1,1,3,0,0,1,0,1,0,1,1,5,4,5,5,6,7,1,5,7,2,5,2,7,2,2,3,5,3,4,2,5,4,3,5,7,5,8,45,20,20,17,16
1,1,0,3,3,4,1,2,4,3,2,2,3,3,3,4,3,4,5,2,4,4,3,4,4,3,5,5,3,4,4,4,4,3,5,5,0,5,7,7,7,6,2,4,4,2,2,4,4,3,4,1,0,1,0,1,0,1,4,4,4,5,3,5,5,5,5,4,3,5,4,4,4,4,1,4,2,4,4,5,4,4,5,1,1,29,32,20,17,35,23
1,0,0,1,5,5,3,3,3,3,3,2,4,2,4,4,2,4,5,3,1,1,3,3,3,3,3,3,3,1,1,4,2,1,4,4,0,11,11,6,6,6,2,2,2,2,1,4,4,3,3,0,0,1,0,1,0,1,3,4,2,1,3,2,1,5,2,2,4,4,5,4,1,5,5,5,3,1,1,5,5,3,5,5,5,17,40,13,20,23,24
0,1,0,4,3,2,1,3,3,2,3,2,3,1,2,2,1,5,5,4,3,4,4,3,3,2,3,3,2,3,3,4,4,3,4,5,0,8,7,9,7,9,2,3,3,2,1,4,4,3,3,0,0,1,0,1,0,1,3,2,3,2,3,3,1,2,2,2,2,2,3,2,2,4,4,2,3,4,3,4,4,3,1,1,1,26,40,13,16,27,16
1,1,0,4,3,2,2,3,1,3,3,3,3,1,2,4,3,7,6,3,3,3,3,4,4,4,4,4,3,3,4,4,4,2,4,4,0,8,6,5,5,6,2,1,2,2,1,4,4,4,2,0,0,0,1,0,0,0,2,1,1,1,1,2,1,4,1,3,2,1,3,2,2,4,5,2,2,3,5,4,1,2,1,1,1,25,30,6,15,32,22
0,0,0,4,3,1,1,2,5,4,3,1,3,2,2,2,1,10,10,4,4,5,3,4,5,4,5,5,3,4,4,4,4,4,4,4,0,8,9,8,6,6,4,4,4,3,1,4,4,3,3,0,0,0,1,0,0,0,1,1,1,1,3,4,4,1,1,2,2,4,2,4,2,5,1,2,1,4,2,5,2,3,5,1,1,28,37,7,16,38,18
1,1,1,3,2,3,2,2,4,3,3,3,3,3,3,3,3,4,4,4,1,2,2,2,2,2,2,2,2,3,3,4,2,2,4,3,0,9,7,8,9,9,2,2,2,4,3,4,4,4,3,0,0,0,1,0,0,0,3,3,3,3,4,5,4,3,1,2,2,5,3,6,2,3,2,4,3,2,3,3,4,4,5,1,1,21,42,16,16,17,24
1,0,0,2,3,3,3,4,3,3,2,3,3,3,2,3,3,4,5,2,3,4,2,3,4,4,3,4,5,3,4,1,1,4,3,3,1,3,7,2,8,6,2,3,1,2,3,3,3,2,2,0,0,1,0,1,0,1,2,4,5,1,3,5,3,5,2,3,6,2,2,6,2,4,4,3,3,3,3,5,3,2,5,1,5,19,26,15,18,32,22
0,1,0,4,3,2,2,4,5,3,2,2,2,1,2,2,2,6,6,3,3,3,4,4,4,5,4,4,4,4,4,4,3,4,4,4,0,7,7,6,7,6,2,3,3,2,1,4,4,3,3,0,0,0,1,0,0,0,2,1,2,1,2,3,2,3,3,3,3,3,4,5,4,4,4,2,3,4,3,4,2,4,5,5,5,27,33,8,20,35,16
0,1,0,4,2,3,1,2,5,4,2,3,3,2,4,4,2,8,9,2,4,4,4,5,5,5,5,5,5,5,4,4,5,4,5,5,0,7,6,10,6,5,4,4,4,3,2,4,4,4,4,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,4,1,4,5,5,5,1,3,5,2,4,1,1,5,5,6,32,34,5,17,42,24
0,1,0,1,3,5,3,3,3,3,3,3,3,2,2,4,1,8,7,4,3,3,5,4,3,5,5,3,5,1,1,3,1,1,1,1,0,11,11,11,11,11,1,1,1,1,1,1,2,1,2,1,1,2,0,0,1,1,1,3,4,3,2,2,2,2,1,3,1,2,2,4,2,2,4,1,5,3,4,5,1,5,5,5,5,9,55,13,18,36,21
0,1,0,2,4,1,1,2,5,2,2,2,4,1,3,4,1,7,6,4,4,4,3,5,5,4,5,4,3,4,4,5,4,3,5,5,0,8,9,7,7,7,2,2,2,2,2,4,4,4,2,0,0,0,1,0,0,0,1,3,2,1,2,5,2,4,2,4,2,4,4,4,4,2,4,4,2,3,2,3,3,4,1,1,1,30,38,9,15,37,19
1,0,1,2,4,4,2,2,4,4,2,2,4,2,4,4,3,1,10,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,5,5,0,7,4,11,5,7,2,2,2,2,1,3,2,2,2,0,0,0,1,0,0,0,4,4,4,2,4,2,2,5,2,3,3,4,3,5,4,4,4,2,2,4,1,4,4,4,5,5,5,30,34,18,18,18,25
1,1,0,5,2,2,2,3,4,1,1,1,2,1,2,3,1,10,10,3,4,4,4,4,4,4,5,4,4,1,1,2,2,1,2,3,0,8,8,6,6,8,1,4,4,4,3,4,4,3,2,0,0,0,1,0,0,0,1,1,1,1,3,4,4,3,2,2,1,1,2,2,4,4,5,2,5,4,4,4,1,1,5,7,5,12,36,7,18,37,12
1,0,0,3,3,2,1,1,5,3,2,2,2,1,3,2,1,5,6,2,4,4,3,5,5,4,4,4,3,2,2,3,3,2,3,4,0,6,8,11,7,8,2,3,3,3,3,4,4,2,3,0,0,1,0,1,0,1,3,4,4,4,5,4,4,6,5,3,2,5,2,6,3,4,2,3,1,5,1,4,4,5,5,5,5,19,40,20,15,36,16
1,1,1,3,3,3,3,3,3,3,2,2,3,2,3,3,3,5,5,3,1,2,2,5,4,4,5,5,5,2,2,2,2,1,3,3,0,7,8,6,6,8,2,2,2,2,2,4,3,2,2,0,0,1,0,1,0,1,1,3,3,3,4,4,4,4,4,4,3,4,3,4,3,3,3,3,2,3,4,4,3,4,5,5,5,15,35,14,18,33,21
0,1,0,3,1,1,1,3,5,2,2,2,3,1,1,3,1,9,9,1,2,2,5,3,3,5,4,4,5,1,1,2,1,1,4,4,0,11,10,9,11,11,1,2,2,2,2,4,4,2,3,0,0,0,1,0,0,0,4,4,5,3,4,5,4,5,4,3,3,6,3,6,1,5,3,4,4,3,1,4,4,5,5,5,5,14,52,20,14,33,15
0,1,0,3,3,2,1,2,2,4,1,1,3,1,1,4,1,7,7,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,0,8,4,5,3,3,3,3,3,2,1,4,4,4,3,0,0,0,1,0,0,0,1,1,1,1,3,6,4,4,1,1,2,2,2,5,4,5,4,2,4,4,3,4,1,4,5,1,1,27,23,7,13,34,16
1,1,0,4,4,3,2,3,4,4,2,1,4,1,1,3,2,6,8,3,4,4,3,5,5,5,5,5,5,5,5,4,5,4,5,5,0,9,9,8,9,8,4,4,4,3,2,4,4,4,2,0,0,1,0,1,0,1,1,1,1,1,1,4,2,2,2,1,1,3,2,1,4,5,3,4,5,5,5,5,1,5,5,6,5,33,43,5,20,41,18
1,1,1,3,3,5,1,1,5,3,1,1,1,1,1,1,1,4,4,3,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,0,11,6,6,6,8,3,4,4,2,1,4,4,3,3,0,0,2,0,0,1,1,1,1,1,1,1,4,4,7,1,1,1,1,7,4,3,4,2,2,1,3,5,5,2,4,1,5,5,27,37,5,18,45,10
0,1,0,3,3,4,4,2,3,3,3,2,3,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,3,3,1,11,11,10,8,9,2,2,2,3,3,3,3,2,2,0,0,2,0,0,1,1,1,1,1,1,4,5,5,4,5,3,3,7,5,5,2,4,4,2,2,3,3,4,2,4,5,1,1,16,49,8,19,35,21
1,1,1,4,4,2,1,4,5,4,1,3,1,1,3,2,3,5,10,3,3,3,4,4,3,4,3,3,4,3,3,1,2,3,4,3,0,7,7,4,7,8,3,3,1,2,2,3,4,3,2,0,0,0,1,0,0,0,3,4,4,1,2,4,3,1,1,4,2,4,3,1,1,3,1,3,5,1,3,5,4,3,5,5,5,19,33,14,20,31,18
0,1,0,4,2,4,1,3,4,1,1,1,1,1,1,1,1,10,10,3,5,5,5,5,5,5,5,5,5,3,3,4,4,3,4,4,0,3,4,2,2,2,3,3,3,1,1,4,4,3,4,0,0,0,1,0,0,0,1,1,1,1,1,5,1,3,1,2,1,1,1,5,4,5,5,1,5,5,5,4,1,5,5,5,5,25,13,5,18,45,8
1,1,1,1,2,2,1,4,5,1,1,2,3,1,1,5,1,6,1,4,4,4,4,5,5,5,4,4,4,1,1,3,3,2,4,5,0,11,11,8,7,11,3,3,3,3,3,4,4,3,3,0,0,0,1,0,0,0,2,5,2,4,2,4,2,2,2,2,5,6,6,4,1,2,4,5,1,3,4,4,5,5,5,5,6,19,48,15,15,39,15
1,1,0,2,4,4,2,2,4,4,2,2,4,2,4,4,2,6,6,2,3,3,4,3,3,3,4,3,3,1,1,1,1,1,3,3,0,7,9,7,7,7,3,3,3,2,2,3,2,2,3,0,1,0,1,0,0,0,3,4,3,3,3,6,6,6,5,2,2,6,2,6,4,2,3,3,2,2,3,3,3,3,5,5,5,11,37,16,18,29,24
1,1,0,5,3,3,1,4,5,3,1,1,2,1,2,2,1,7,6,3,4,5,5,5,5,5,5,5,4,2,2,3,2,1,4,5,0,7,8,5,6,7,1,4,4,1,1,4,4,4,1,0,0,1,0,1,0,1,1,2,2,3,4,5,1,5,1,2,3,3,3,5,3,3,2,3,2,4,2,5,5,3,5,5,5,19,33,12,21,43,13
0,1,0,4,4,5,1,4,5,4,2,2,2,1,4,3,3,4,2,4,2,4,3,3,3,2,2,3,2,4,4,4,4,3,4,4,0,9,10,9,7,8,2,3,3,2,2,3,3,3,2,0,0,0,1,0,0,0,2,4,4,3,4,5,2,6,2,2,3,4,3,3,2,2,5,4,2,3,2,5,4,4,5,5,5,27,43,17,23,24,21
0,0,0,4,3,2,1,4,4,3,2,2,3,1,3,3,1,2,2,3,3,3,3,3,3,3,4,4,3,1,1,2,1,1,2,3,0,6,10,4,4,6,3,3,3,2,2,4,4,3,3,0,0,1,0,1,0,1,3,2,3,1,1,4,1,2,2,2,3,2,5,3,5,5,5,2,3,5,5,4,2,4,5,5,5,11,30,10,18,29,18
0,0,0,3,3,3,2,3,4,3,2,2,2,2,2,3,2,7,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,0,6,6,6,6,6,3,3,3,2,2,4,3,3,2,0,0,0,1,0,0,0,2,2,3,2,3,4,4,4,4,3,3,4,4,4,4,4,3,2,3,4,4,3,3,3,5,7,5,25,30,12,18,35,18
0,1,1,1,2,2,4,4,4,1,1,1,1,1,1,1,1,8,10,3,4,3,3,5,5,5,4,4,4,4,4,4,4,3,3,5,1,11,11,10,8,11,1,1,1,1,1,3,3,1,3,0,0,2,0,0,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,3,5,4,1,1,3,5,5,1,4,5,1,5,27,51,5,17,37,8
0,1,1,3,3,2,1,2,4,2,2,2,2,2,2,4,1,8,8,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,4,4,0,8,8,8,6,6,2,2,2,2,2,3,4,3,2,0,0,0,1,0,0,0,2,3,2,1,3,5,2,3,2,4,3,5,4,5,2,4,3,3,1,4,3,3,4,5,5,5,5,19,36,11,15,27,17
0,0,0,5,3,4,1,3,5,3,1,1,2,2,3,3,1,1,1,5,3,4,2,3,4,3,2,2,2,1,1,3,1,1,5,5,0,11,11,11,11,11,3,4,4,2,2,4,4,4,2,0,0,0,1,0,0,0,1,3,4,1,4,1,1,4,1,1,1,1,3,2,3,2,5,1,3,3,3,4,1,2,5,5,5,17,55,13,21,25,16
1,0,1,2,4,4,2,4,4,2,2,2,2,2,2,4,2,6,7,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,4,0,8,8,9,7,9,4,4,4,4,4,4,4,4,2,0,0,2,0,0,1,1,4,4,3,3,2,2,4,5,2,6,2,2,6,2,2,4,5,2,4,4,2,5,4,4,5,7,5,22,41,16,20,36,18
0,1,0,3,3,5,2,3,5,4,2,3,4,2,4,4,2,10,9,4,4,4,5,4,5,5,5,5,5,3,3,4,2,2,5,5,0,9,6,7,5,7,1,4,4,1,1,4,4,4,2,0,0,2,0,0,1,1,2,3,3,3,4,5,5,5,5,3,1,6,2,6,4,4,4,2,2,4,4,3,1,4,5,7,6,24,34,15,21,42,25
1,1,0,1,5,5,1,4,5,3,1,1,3,1,3,5,1,7,8,4,5,5,4,5,5,5,5,4,5,4,4,5,3,4,4,4,0,11,11,9,11,8,4,4,4,2,1,3,3,2,2,0,0,0,1,0,0,0,5,5,5,5,4,7,6,5,6,1,3,4,4,5,1,3,4,4,5,2,4,5,5,5,5,1,6,28,50,24,21,43,18
1,0,1,2,2,1,1,4,4,1,1,1,1,1,1,1,1,9,9,3,3,4,4,3,3,3,3,3,3,3,3,3,2,2,4,4,0,9,10,6,6,8,2,3,3,3,3,4,4,4,3,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,3,3,2,4,1,2,4,4,3,4,1,4,5,3,1,5,5,5,21,39,9,14,29,8
1,1,0,4,2,2,1,5,3,3,3,3,3,3,4,3,2,3,4,4,4,3,4,4,4,3,5,4,3,1,2,2,2,2,4,4,0,9,10,8,6,7,1,3,3,3,3,3,3,3,3,1,0,1,0,1,0,1,2,4,3,2,3,5,3,6,3,4,1,2,3,3,4,5,2,4,3,3,3,4,5,4,5,5,5,17,40,14,17,34,24
0,1,0,4,2,1,1,3,4,3,3,3,5,2,4,5,3,1,1,5,3,3,3,4,4,3,3,3,3,1,1,1,1,1,3,3,0,8,10,10,8,10,1,1,1,1,1,2,2,1,3,0,0,1,0,1,0,1,3,2,2,2,3,2,2,3,2,3,3,2,3,4,4,4,4,4,4,4,3,5,3,4,5,5,1,11,46,12,15,29,28
1,1,0,2,4,1,5,1,5,3,3,3,3,3,3,3,3,8,8,3,4,4,4,3,3,3,3,3,3,2,1,2,1,1,3,3,0,11,11,11,10,10,2,3,2,2,2,3,3,3,3,0,0,1,0,1,0,1,1,1,2,5,5,6,6,5,5,3,3,5,3,5,2,5,5,1,1,5,2,5,4,4,5,5,5,13,53,14,18,30,24
0,1,0,2,2,4,2,4,5,3,1,1,2,1,2,3,2,5,6,5,3,4,3,4,4,4,4,4,4,2,2,3,2,2,4,3,0,9,9,7,6,8,2,2,2,2,2,3,3,3,3,0,0,1,0,1,0,1,2,3,3,4,4,5,5,5,2,3,2,5,3,6,2,4,2,2,4,3,2,4,4,4,1,5,5,18,39,16,19,34,15
1,1,0,2,3,4,2,3,5,3,1,1,2,1,1,2,2,8,8,3,4,3,3,5,4,4,5,4,4,4,4,4,3,4,3,4,0,6,6,5,6,4,3,3,3,3,3,3,4,4,3,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,5,5,1,2,4,5,4,1,3,5,5,5,26,27,5,19,36,13
0,1,0,5,4,4,3,4,4,2,2,1,1,1,1,2,1,8,5,4,2,4,5,4,4,4,4,4,4,2,2,3,3,1,4,5,0,8,10,7,8,9,3,3,3,3,1,4,4,4,3,0,0,0,1,0,0,0,1,3,1,1,2,1,1,2,1,2,2,1,2,1,2,4,3,2,1,1,2,4,2,4,5,1,1,20,42,8,24,35,11
1,1,0,2,3,1,1,3,4,1,1,1,1,1,1,1,1,6,10,3,1,3,3,4,4,4,4,4,4,2,2,2,2,2,4,4,0,5,9,6,6,4,3,3,3,3,2,3,3,2,3,0,0,0,1,0,0,0,4,4,4,2,4,3,4,3,3,4,3,6,3,4,1,1,1,5,5,1,3,4,5,4,5,5,1,18,30,18,14,31,8
0,0,0,3,2,2,1,2,4,2,2,2,2,2,2,4,2,7,7,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,0,7,8,7,6,7,3,3,3,3,3,3,3,3,3,0,0,1,0,1,0,1,4,1,2,1,2,3,2,3,2,2,3,4,3,3,2,4,2,2,1,2,3,4,4,4,1,1,1,23,35,10,14,28,18
1,1,0,2,4,1,1,1,4,2,1,1,2,1,1,4,2,3,3,4,3,4,3,4,5,4,4,5,4,3,2,1,2,1,4,5,0,8,10,6,9,8,3,1,1,3,3,3,3,1,3,0,0,0,1,0,0,0,2,1,1,1,1,5,5,5,6,3,3,6,6,2,2,4,4,4,2,4,4,5,4,5,5,1,5,18,41,6,13,36,14
1,1,0,3,4,1,1,3,5,2,1,1,2,2,1,2,2,6,7,4,2,4,3,2,4,5,2,4,5,1,1,4,2,1,4,4,0,11,8,6,2,8,2,3,3,1,1,4,4,3,2,0,0,1,0,1,0,1,2,4,4,4,5,2,3,2,2,3,3,5,5,4,2,1,2,4,4,4,1,5,5,2,5,1,1,17,35,19,17,31,13
1,1,0,2,1,2,1,2,2,2,1,1,1,1,1,2,1,7,7,4,3,3,3,5,5,5,5,4,4,2,2,2,2,1,3,4,0,11,11,11,9,9,1,2,2,1,1,3,3,2,2,0,0,0,1,0,0,0,4,4,4,2,4,6,3,3,2,3,3,3,3,5,2,2,2,4,2,4,4,4,4,5,1,1,1,16,51,18,10,37,10
1,0,1,5,2,3,1,2,4,1,1,1,1,1,1,1,1,6,8,4,4,4,4,5,4,3,5,4,3,3,3,3,3,3,3,3,0,9,9,6,6,8,2,3,3,1,1,3,3,3,2,0,0,2,0,0,1,1,2,2,3,1,1,2,2,2,2,3,2,6,2,6,3,4,4,2,3,4,3,4,2,3,5,1,1,21,38,9,17,36,8
0,1,0,5,2,2,2,4,4,4,4,4,2,4,2,2,2,4,4,5,1,1,1,2,2,2,2,1,2,2,2,3,3,2,4,4,0,9,10,8,8,8,3,3,3,3,1,2,3,3,1,0,0,0,1,0,0,0,1,4,4,4,5,5,1,2,2,6,3,3,4,4,4,2,2,5,1,1,2,3,5,4,5,6,6,20,43,18,19,14,24
0,1,1,4,4,5,1,5,5,3,1,1,1,1,1,5,1,10,10,3,4,4,5,4,4,4,4,4,4,2,1,4,2,1,4,5,1,5,9,8,8,8,2,4,2,3,4,2,2,3,4,0,0,0,1,0,0,0,1,3,4,1,3,4,3,5,3,3,3,4,3,5,3,5,5,2,2,4,5,5,1,5,5,5,5,19,38,12,24,37,14
0,1,0,1,1,1,1,1,5,1,1,1,1,1,1,5,1,5,5,5,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,0,11,11,11,11,11,2,2,2,2,2,2,2,2,2,0,0,1,0,1,0,1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,5,2,3,4,4,5,2,2,1,1,1,11,55,15,10,27,12
0,1,0,2,4,5,4,4,5,2,2,1,2,1,4,4,1,7,7,4,2,3,5,3,3,4,5,5,4,1,1,5,2,2,4,3,0,11,11,11,11,9,2,3,3,3,1,3,3,3,2,0,0,0,1,0,0,0,4,3,3,3,5,7,4,5,1,1,1,7,2,7,1,5,3,1,2,3,4,3,1,4,5,7,5,18,53,18,24,34,17
1,1,0,3,2,4,1,3,4,2,1,1,3,1,1,3,1,8,8,3,2,3,5,5,5,5,5,5,5,1,1,3,1,1,3,4,0,10,10,6,6,5,1,2,2,1,1,3,3,2,2,0,0,1,0,1,0,1,4,4,5,3,4,4,5,3,3,5,2,5,4,4,2,5,2,4,4,3,3,5,4,4,5,7,1,14,37,20,17,40,13
0,1,0,4,1,2,1,2,3,2,1,2,1,1,1,3,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,0,7,4,7,7,7,2,2,2,2,1,3,3,3,2,0,0,0,1,0,0,0,1,1,2,1,2,1,4,1,1,1,1,5,2,1,5,4,2,2,3,4,4,4,1,4,5,5,6,26,32,7,13,36,15
1,0,0,4,3,2,1,3,4,3,1,3,3,3,3,3,1,5,7,5,5,5,4,5,5,5,5,3,3,4,4,5,4,4,5,5,0,11,9,9,11,6,1,3,4,2,2,4,4,4,3,0,0,0,1,0,0,0,1,1,1,1,1,4,4,4,4,4,7,1,4,4,5,5,5,1,4,5,2,5,1,1,5,5,5,31,46,5,17,40,20
1,0,0,3,3,3,1,3,4,1,1,1,1,1,3,3,1,5,5,3,5,5,5,5,5,5,5,5,5,1,1,3,1,2,4,4,1,11,11,11,6,6,4,4,4,4,2,4,3,3,4,0,0,0,1,0,0,0,1,5,4,3,4,7,4,4,4,1,1,4,4,4,4,5,2,4,5,5,5,5,4,5,5,5,5,16,45,17,17,45,12
