pid,Age_Years,Age_categories,Gender,Other_gender,Sex,Province,Nationality,GrowUp_Ireland,Area_Residence,Ethnicity,Ethnicity_Binary,Ethnic_Recode,Education,Education_Binary,Occupation,Occupation_Binary,Adults_household,Only_Adult_House,Children_household,Child_2,No_Child_House,Living_Alone,Income_2019,MH_therapy,Religious,Religion_Binary,Voted_GenElection,Voted_Binary,Authoritarianism1,Authoritarianism2,Authoritarianism3,Authoritarianism4,Authoritarianism5,Authoritarianism6,Social_Dominace1,Social_Dominance2,Social_Dominance3,Social_Dominance4,Social_Dominance5,Social_Dominance6,Social_Dominance7,Social_Dominance8,MigrantAttitudes1,MigrantAttitudes2,MigrantAttitudes3,IWAH1,IWAH2,IWAH3,IWAH4,IWAH5,IWAH6,IWAH7,IWAH8,IWAH9,Trust_Body1,Trust_Body2,Trust_Body3,Trust_Body4,Trust_Body5,Trust_Body6,Trust_Body7,ReligiousBelief1,ReligiousBelief2,ReligiousBelief3,ReligiousBelief4,ReligiousBelief5,ReligiousBelief6,ReligiousBelief7,ReligiousBelief8,Chronic_Illness_self,Chronic_illness_family,Pregnant,Conspiracy_1,Conspiracy_2,Conspiracy_3,Conspiracy_4,Conspiracy_5,INFO_1,INFO_2,INFO_3,INFO_4,INFO_5,INFO_6,INFO_7,INFO_8,INFO_9,TRUST_1,TRUST_2,TRUST_3,TRUST_4,TRUST_5,TRUST_6,TRUST_7,TRUST_8,TRUST_9,C19_Infected,C19_Infected_Binary,C19_SomeoneClose_Infected,C19_SomeoneClose_Infected_Binary,Vax_Self,Vax_Self_Yes,Vax_Self_Maybe,Vax_Self_No,Vax_Self_Binary,Paranoia1,Paranoia2,Paranoia3,Paranoia4,Paranoia5,LOC1,LOC2,LOC3,LOC4,LOC5,LOC6,LOC7,LOC8,LOC9,Personality1,Personality2,Personality3,Personality4,Personality5,Personality6,Personality7,Personality8,Personality9,Personality10,CRT1,CRT2,CRT3,Conspiracy,Paranoia,Authoritarianism,IdentificationOthers,SocialDominance,Sex,Pregnant
1523151480,72,6,2, ,1,1,0,0,3,1,0,0,8,1,22,0,2,0,1,0,1,0,3,2,6,0,2,1,5,3,5,2,5,5,1,1,2,3,2,1,4,1,4,7,4,5,5,5,4,4,5,5,5,4,1,1,5,4,1,5,5,5,1,5,1,5,3,5,2,0,0,0,6,11,7,6,6,1,2,3,4,4,3,4,4,4,1,3,3,3,1,4,4,4,4,2,0,1,0,0,1,0,0,0,1,1,1,1,1,6,1,1,1,4,3,1,7,1,5,5,1,2,1,4,1,5,4,4,5,5,5,36,5,25,42,15,1,0
1524018474,66,6,1, ,0,1,0,0,3,1,0,0,6,1,18,0,2,0,3,2,0,0,8,2,1,1,1,0,2,3,4,3,4,5,2,2,1,2,1,1,1,1,3,5,4,2,2,2,5,5,5,5,5,5,2,3,2,3,1,4,5,2,1,3,1,2,4,4,4,1,1,0,8,11,11,9,7,4,4,1,4,3,1,1,4,3,3,3,3,3,3,4,4,3,3,3,0,1,0,0,1,0,0,0,1,1,1,1,1,5,1,4,1,1,1,3,2,4,4,5,1,3,1,4,4,5,3,5,5,1,6,46,5,21,36,11,0,0
1524144095,68,6,1, ,0,1,1,0,1,6,1,1,5,1,22,0,1,1,1,0,1,1,1,1,1,1,1,0,5,4,3,2,1,3,2,1,1,2,1,1,2,1,9,8,3,4,4,5,4,4,5,4,4,5,4,3,5,5,2,4,5,1,5,3,3,1,5,2,4,1,0,1,8,8,5,1,1,3,4,1,2,3,1,1,4,1,4,4,2,3,2,4,3,4,2,2,0,1,0,0,1,0,0,0,1,3,1,1,1,7,4,5,4,5,6,5,7,7,4,5,3,1,2,4,1,5,5,5,5,5,5,23,7,18,39,11,0,1
1525316056,56,5,1, ,0,3,0,0,4,1,0,0,6,1,27,0,3,0,5,3,0,0,10,1,1,1,1,0,5,2,4,2,5,1,5,1,1,5,1,5,4,2,7,8,2,5,5,5,4,4,4,4,4,5,5,5,5,4,3,3,5,1,5,3,1,2,2,1,1,0,0,0,5,3,8,7,6,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,0,1,0,0,1,0,0,0,5,2,1,1,1,1,1,2,1,1,1,7,1,1,1,5,1,1,1,1,5,5,5,5,5,5,5,29,10,19,40,24,0,0
1526412002,37,3,2, ,1,1,1,1,3,6,1,1,4,1,18,0,2,0,3,2,0,0,5,2,6,0,1,0,4,2,1,2,2,3,3,1,2,1,2,1,4,2,6,7,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,5,2,5,1,5,2,4,4,0,0,0,11,8,8,3,4,2,4,3,2,2,1,2,2,2,2,2,2,1,2,3,3,3,3,3,0,1,0,0,1,0,0,0,2,3,2,1,2,4,2,5,3,3,1,2,5,4,4,4,2,4,2,3,4,4,4,4,1,1,6,34,10,14,36,16,1,0
1527885956,63,5,2, ,1,4,0,0,4,1,0,0,6,1,22,0,1,1,1,0,1,1,4,1,1,1,1,0,5,4,2,2,3,1,3,2,2,3,2,3,3,3,6,4,3,4,4,4,5,5,5,5,4,4,3,3,2,2,3,4,4,3,3,3,3,3,2,4,3,0,0,0,9,9,9,9,9,3,4,4,4,4,1,1,3,3,3,3,3,2,2,4,4,3,3,2,0,1,0,1,0,1,0,1,4,4,3,2,2,3,3,3,3,3,3,3,4,3,4,3,4,4,4,2,4,4,4,4,5,5,5,45,15,17,40,21,1,0
1528026346,23,1,5,Non-bina,-99,1,0,0,2,3,1,2,5,1,27,0,1,1,1,0,1,1,8,1,6,0,2,1,2,3,2,1,1,5,3,2,2,3,2,3,3,1,4,4,4,2,3,1,1,1,2,2,3,3,2,2,1,2,1,4,3,2,1,5,5,5,4,5,3,0,1,0,6,9,8,7,8,1,2,1,4,4,3,3,3,4,2,2,2,1,1,3,2,2,2,1,0,4,1,0,1,0,0,0,4,5,5,3,5,3,1,4,1,1,2,1,3,4,5,4,5,5,5,1,4,5,5,5,5,5,5,38,22,14,18,19,-99,0
1531236026,61,5,2, ,1,1,0,0,4,1,0,0,5,1,22,0,3,0,1,0,1,0,3,1,1,1,1,0,5,2,1,1,1,4,2,1,1,2,1,1,1,1,8,6,3,5,5,4,5,5,5,5,5,4,5,5,5,4,2,5,5,5,2,4,1,3,1,5,5,0,1,0,1,2,1,1,1,2,4,3,1,1,1,1,3,1,4,4,4,1,1,4,3,4,1,3,0,1,0,0,1,0,0,0,4,4,2,2,4,5,1,2,1,3,2,1,4,2,4,2,4,1,1,4,1,4,3,5,5,5,6,6,16,14,43,10,1,0
1531354473,24,1,1,male,0,1,0,0,3,1,0,0,3,0,28,0,3,0,1,0,1,0,1,3,1,1,2,1,2,5,5,2,3,5,5,1,2,5,1,4,5,2,10,10,1,3,4,5,5,4,5,5,5,5,1,3,5,5,5,5,5,1,1,1,1,1,1,1,3,0,1,0,11,3,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,1,0,1,0,0,1,0,0,0,3,4,4,3,4,4,5,6,7,3,3,6,2,7,5,3,3,4,3,2,4,3,3,2,5,1,1,30,18,22,41,25,0,0
1532766094,74,6,2, ,1,2,0,0,4,1,0,0,4,1,22,0,2,0,1,0,1,0,1,2,1,1,1,0,5,4,3,3,4,5,1,1,1,1,1,1,1,1,8,7,4,5,5,4,4,4,4,4,4,4,2,2,4,4,2,3,4,1,4,3,1,1,5,3,5,1,0,0,11,10,9,7,7,3,4,4,3,2,1,3,3,3,4,4,4,2,1,4,3,4,2,3,0,1,0,0,1,0,0,0,1,1,1,1,2,5,3,5,3,2,1,6,3,3,4,4,2,2,1,2,2,4,4,4,5,5,6,44,6,24,38,8,1,0
1533971815,32,2,1, ,0,1,0,0,4,1,0,0,2,0,20,1,2,0,5,3,0,0,1,3,1,1,2,1,4,2,2,5,4,2,4,3,3,2,4,2,3,4,3,4,2,1,2,2,3,3,2,3,2,1,4,3,4,5,5,3,4,3,1,2,3,3,1,2,3,0,0,0,4,3,2,3,4,2,4,3,3,4,4,3,4,2,3,4,3,3,3,3,3,2,3,3,0,1,0,-99,-99,-99,-99,-99,3,3,3,3,4,3,2,5,3,5,3,4,6,4,3,2,3,3,2,3,3,3,3,3,5,5,1,16,16,19,19,25,0,0
1534081949,74,6,1, ,0,3,0,0,4,1,0,0,4,1,22,0,2,0,1,0,1,0,8,1,1,1,1,0,2,2,4,2,3,4,4,4,2,2,2,2,4,4,8,7,4,4,3,3,4,3,3,4,3,3,3,3,4,2,1,3,4,1,4,1,1,1,4,1,5,0,0,0,3,9,8,6,7,2,4,4,2,1,1,1,3,3,3,3,3,1,1,3,2,3,3,2,0,1,0,0,1,0,0,0,3,2,4,2,4,3,3,2,3,5,2,6,5,6,4,4,2,4,3,4,4,4,3,4,1,1,5,33,15,17,30,24,0,0
1534500435,71,6,1, ,0,2,0,0,4,1,0,0,4,1,22,0,2,0,1,0,1,0,2,2,1,1,1,0,4,3,2,4,3,5,1,1,1,1,1,1,4,1,8,8,3,5,5,5,4,4,4,4,4,4,4,4,5,5,3,5,5,3,1,1,1,1,1,5,3,0,1,0,3,4,7,2,2,4,3,3,2,2,4,4,4,3,2,2,2,2,1,4,4,4,3,2,0,2,0,0,1,0,0,0,1,1,4,3,2,1,1,1,1,2,2,1,2,4,4,5,3,4,4,2,2,4,1,3,5,5,5,18,11,21,39,11,0,0
1534915439,47,4,2, ,1,1,0,0,1,1,0,0,6,1,26,1,2,0,3,2,0,0,6,2,6,0,1,0,5,4,1,1,3,5,3,4,4,4,3,3,3,3,8,8,3,2,3,3,2,2,2,2,2,2,3,3,3,3,3,5,5,5,1,5,1,5,1,5,1,0,0,0,6,7,6,1,1,1,2,4,1,1,4,1,4,1,2,4,4,1,1,4,4,4,1,4,1,1,0,0,1,0,0,0,1,1,2,1,1,4,1,1,1,2,1,1,1,1,3,2,4,1,2,1,5,5,3,3,5,1,1,21,6,19,20,27,1,0
1534916518,48,4,1, ,0,1,0,0,2,1,0,0,4,1,18,0,1,1,1,0,1,1,4,1,7,0,1,0,3,3,2,1,2,4,1,1,1,1,1,2,2,1,7,8,3,4,5,4,4,4,4,4,4,4,3,3,4,3,2,5,4,3,1,5,1,5,1,3,1,0,0,0,11,9,9,8,7,2,4,2,4,3,3,4,4,2,3,3,3,3,3,4,4,4,3,2,0,1,0,0,1,0,0,0,1,4,4,4,4,3,3,2,3,3,2,4,5,4,2,4,4,4,1,5,4,5,3,5,7,5,6,44,17,15,37,10,0,0
1535080895,57,5,1, ,0,1,0,0,1,1,0,0,3,0,20,1,2,0,1,0,1,0,2,1,1,1,1,0,5,5,3,1,5,5,1,1,1,1,1,5,1,1,5,6,5,5,5,4,5,5,5,5,5,5,3,3,5,3,3,5,5,1,5,1,2,1,5,1,5,0,0,0,1,9,7,1,1,4,4,4,4,1,1,1,4,1,4,4,4,2,1,4,4,4,4,2,0,1,0,0,1,0,0,0,1,1,1,1,1,2,1,6,1,2,2,6,2,7,1,5,1,5,1,5,1,5,1,5,5,5,5,19,5,24,44,12,0,0
1535363829,52,4,1, ,0,2,1,0,3,1,0,0,7,1,23,0,1,1,1,0,1,1,3,4,1,1,2,1,3,3,1,3,1,1,3,3,3,3,3,3,3,3,5,5,3,4,4,4,5,5,5,5,5,5,1,1,3,1,1,3,4,3,3,3,3,3,3,3,3,0,1,0,11,11,11,11,11,3,3,3,4,4,4,4,2,4,3,3,3,4,1,4,4,1,4,2,0,1,0,1,0,1,0,1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,6,5,55,15,12,42,24,0,0
1536884239,21,1,2, ,1,2,0,0,4,1,0,0,3,0,20,1,3,0,1,0,1,0,1,3,1,1,2,1,2,4,1,1,2,5,3,2,2,2,1,2,3,1,8,7,2,2,3,2,4,4,4,4,4,3,2,2,2,2,2,3,3,2,2,3,2,2,3,3,3,0,0,0,10,10,8,6,8,2,4,3,3,2,1,3,3,2,3,2,3,1,1,3,4,3,2,2,0,1,0,0,1,0,0,0,4,4,4,3,4,5,3,5,3,3,2,6,5,4,3,4,4,2,4,2,2,5,5,5,5,6,5,42,19,15,30,16,1,0
1537326506,27,2,2, ,1,1,0,0,1,1,0,0,4,1,18,0,2,0,1,0,1,0,5,1,1,1,1,0,2,5,3,2,3,4,4,3,2,3,2,3,4,2,6,7,2,4,3,3,4,4,4,5,5,5,4,4,5,5,5,4,5,3,2,2,2,3,1,2,2,0,0,0,2,6,10,8,6,4,2,2,4,3,1,2,2,2,4,4,4,4,2,4,4,4,3,2,0,1,0,0,1,0,0,0,4,2,2,2,3,4,4,6,2,2,3,5,4,3,1,4,3,4,4,5,2,4,1,4,5,1,1,32,13,19,37,23,1,0
1539002549,20,1,1, ,0,1,0,0,3,1,0,0,4,1,26,1,3,0,3,2,0,0,4,1,1,1,1,0,3,2,4,3,3,3,2,4,2,4,2,2,2,4,5,6,3,3,3,3,4,4,4,4,4,4,2,2,3,3,2,2,4,2,3,2,3,1,5,1,5,0,0,0,7,7,6,7,7,2,2,3,3,4,2,2,2,3,2,2,2,2,2,4,4,3,3,2,0,1,0,0,1,0,0,0,2,2,2,2,2,3,3,4,4,3,3,5,7,4,4,4,3,4,4,4,3,3,3,4,1,1,7,34,10,18,33,22,0,0
1539201998,39,3,1, ,0,1,1,0,1,1,0,0,6,1,18,0,2,0,2,1,0,0,4,1,7,0,2,1,4,4,2,1,3,3,3,2,4,4,3,3,2,2,6,5,2,3,3,4,2,4,2,3,2,3,3,3,4,4,2,4,4,3,3,3,4,3,3,4,3,0,0,0,6,7,4,5,6,3,2,3,4,4,2,2,2,3,2,3,2,3,3,3,3,2,3,2,0,1,0,1,0,1,0,1,2,3,2,2,3,4,3,5,4,3,5,4,3,5,4,5,2,4,2,2,2,3,3,4,5,7,7,28,12,17,26,23,0,0
1539667410,44,3,1, ,0,2,1,1,4,6,1,1,2,0,18,0,2,0,3,2,0,0,2,1,1,1,1,0,4,3,4,1,2,4,3,2,2,4,2,3,4,2,5,4,4,1,3,3,1,2,3,1,3,4,1,1,3,2,1,1,3,2,4,2,2,2,4,2,2,0,0,0,4,10,8,4,9,1,2,1,4,3,1,1,1,2,2,2,2,3,2,2,2,1,4,2,0,1,0,2,0,0,1,1,1,4,3,4,4,2,3,2,5,2,2,4,3,5,4,4,4,4,5,5,2,4,3,5,5,5,5,35,16,18,21,22,0,0
1541950970,75,6,1, ,0,1,0,0,2,1,0,0,7,1,22,0,4,0,1,0,1,0,3,1,1,1,1,0,4,2,2,2,2,4,2,2,2,3,2,3,2,2,8,8,4,5,5,5,4,4,4,4,4,4,4,4,4,3,3,4,4,3,2,3,2,2,-99,3,2,0,0,0,5,7,6,7,7,4,4,4,2,1,1,1,4,2,2,3,3,1,1,4,4,4,3,2,0,1,0,0,1,0,0,0,2,2,3,1,2,5,3,4,3,2,3,5,3,4,4,4,2,4,4,3,3,4,3,2,5,5,1,32,10,16,39,18,0,0
1543265858,38,3,2, ,1,1,1,1,1,6,1,1,5,1,21,1,1,1,3,2,0,0,1,3,1,1,4,0,2,1,3,3,2,4,2,4,3,3,4,2,5,3,6,5,3,2,4,3,3,4,5,2,3,5,2,3,2,2,3,4,3,2,3,3,4,2,3,3,4,0,0,0,9,7,7,6,3,3,2,2,2,2,2,3,3,3,3,4,2,2,3,2,2,2,2,2,0,2,0,0,1,0,0,0,3,4,4,4,4,5,5,3,3,3,2,5,4,5,4,4,2,3,3,4,4,2,3,3,5,1,5,32,19,15,31,26,1,0
1543307575,33,2,2, ,1,1,1,1,1,5,1,3,6,1,18,0,2,0,2,1,0,0,3,1,2,1,1,0,2,4,4,3,2,4,4,2,3,4,2,4,2,3,8,8,2,5,5,5,1,1,2,5,5,5,5,5,5,5,4,4,5,5,4,1,2,2,3,3,4,0,0,0,2,3,8,7,7,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,3,3,3,2,0,1,0,0,1,0,0,0,3,3,2,3,3,4,4,4,5,3,3,4,4,5,4,5,2,3,4,4,3,4,2,3,5,7,5,27,14,19,34,24,1,0
1543929160,38,3,1, ,0,1,1,1,3,6,1,1,3,0,18,0,2,0,4,3,0,0,1,1,1,1,1,0,2,4,3,4,4,4,3,3,2,4,2,4,4,2,7,6,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,7,5,6,5,6,1,4,3,3,3,1,1,2,2,1,2,3,2,2,2,2,3,3,2,0,1,0,0,1,0,0,0,4,3,4,3,3,3,5,5,5,4,4,4,6,4,3,4,4,4,3,3,3,4,3,4,5,5,5,29,17,21,25,24,0,0
1545531088,30,2,1, ,0,1,0,0,1,1,0,0,4,1,18,0,3,0,2,1,0,0,5,1,6,0,1,0,3,2,3,3,2,2,2,4,1,1,4,3,3,3,10,10,4,3,3,3,3,2,2,4,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,4,1,1,1,8,6,6,6,7,3,2,2,2,3,2,2,3,3,2,3,2,3,2,3,2,3,3,2,0,1,0,0,1,0,0,0,3,3,3,2,1,3,4,4,5,4,3,3,4,4,3,3,2,2,4,3,4,3,4,3,5,5,1,33,12,15,26,21,0,1
1546332120,32,2,2, ,1,2,1,1,3,6,1,1,3,0,20,1,4,0,2,1,0,0,1,1,6,0,4,0,5,3,2,2,5,3,3,4,2,2,1,2,1,1,8,8,3,2,1,3,2,2,4,1,1,1,1,1,1,1,1,2,1,2,5,5,2,2,4,3,3,1,0,0,9,9,10,8,9,3,2,3,2,3,1,1,3,2,1,1,1,2,2,1,1,1,3,3,0,1,0,1,0,1,0,1,1,5,4,5,5,6,7,1,5,7,2,5,2,7,4,2,3,1,3,4,4,5,4,3,5,7,5,45,20,20,17,16,1,0
1547209209,21,1,2, ,1,2,0,0,4,1,0,0,5,1,19,0,4,0,1,0,1,0,1,4,1,1,1,0,3,3,4,1,2,4,3,2,2,3,3,3,4,3,4,5,2,4,4,3,4,4,3,5,5,3,4,4,4,4,3,5,5,2,3,3,3,2,4,3,1,0,0,0,5,7,7,7,6,2,4,4,4,3,3,4,1,4,2,4,4,2,2,4,4,3,4,6,1,2,0,1,0,1,0,1,4,4,4,5,3,5,5,5,5,4,3,5,4,4,2,4,5,2,4,4,2,5,4,4,5,1,1,32,20,17,35,23,1,0
1548604217,61,5,2, ,1,2,0,0,1,1,0,0,3,0,22,0,2,0,1,0,1,0,1,1,1,1,1,0,1,5,5,3,3,3,3,3,2,4,2,4,4,2,4,5,3,1,1,3,3,3,3,3,3,3,1,1,4,2,1,4,4,1,5,3,4,1,4,3,4,0,0,0,11,11,6,6,6,3,3,3,1,1,1,1,1,1,2,2,2,2,1,4,4,3,3,2,0,1,0,1,0,1,0,1,3,4,2,1,3,2,1,5,2,2,4,4,5,4,5,5,1,1,3,1,5,5,5,3,5,5,5,40,13,20,23,24,1,0
1548919768,62,5,1, ,0,2,0,0,2,1,0,0,4,1,18,0,2,0,1,0,1,0,5,1,1,1,1,0,4,3,2,1,3,3,2,3,2,3,1,2,2,1,5,5,4,3,4,4,3,3,2,3,3,2,3,3,4,4,3,4,5,3,2,3,2,2,4,3,5,0,0,0,8,7,9,7,9,4,4,4,3,2,4,4,3,3,2,3,3,2,1,4,4,3,3,3,0,2,0,1,0,1,0,1,3,2,3,2,3,3,1,2,2,2,2,2,3,2,4,4,2,4,3,4,3,4,4,3,1,1,1,40,13,16,27,16,0,0
1548928819,34,2,2, ,1,1,1,1,3,6,1,1,4,1,18,0,2,0,2,1,0,0,5,1,1,1,4,0,4,3,2,2,3,1,3,3,3,3,1,2,4,3,7,6,3,3,3,3,4,4,4,4,4,3,3,4,4,4,2,4,4,3,3,4,3,4,4,2,2,0,0,0,8,6,5,5,6,1,1,2,3,1,1,3,4,3,2,1,2,2,1,4,4,4,2,2,0,1,0,0,1,0,0,0,2,1,1,1,1,2,1,4,1,3,2,1,3,2,4,4,1,4,4,3,1,4,1,2,1,1,1,30,6,15,32,22,1,0
1548994846,72,6,1, ,0,1,0,0,2,6,1,1,2,0,22,0,2,0,1,0,1,0,3,1,6,0,1,0,4,3,1,1,2,5,4,3,1,3,2,2,2,1,10,10,4,4,5,3,4,5,4,5,5,3,4,4,4,4,4,4,4,5,1,5,1,5,1,5,1,0,0,0,8,9,8,6,6,4,4,4,3,1,1,4,4,3,4,4,4,3,1,4,4,3,3,2,0,1,0,0,1,0,0,0,1,1,1,1,3,4,4,1,1,2,2,4,2,4,4,5,5,4,5,4,4,5,2,3,5,1,1,37,7,16,38,18,0,0
1549769134,62,5,2, ,1,2,1,1,4,6,1,1,4,1,21,1,2,0,1,0,1,0,2,2,6,0,2,1,3,2,3,2,2,4,3,3,3,3,3,3,3,3,4,4,4,1,2,2,2,2,2,2,2,2,3,3,4,2,2,4,3,5,1,5,1,5,1,5,3,0,1,0,9,7,8,9,9,1,3,1,4,3,3,1,3,2,2,2,2,4,3,4,4,4,3,3,0,1,0,0,1,0,0,0,3,3,3,3,4,5,4,3,1,2,2,5,3,6,4,3,4,2,3,2,3,3,4,4,5,1,1,42,16,16,17,24,1,0
1551546621,24,1,2, ,1,1,0,0,3,7,1,2,3,0,19,0,2,0,3,2,0,0,5,1,2,1,1,0,2,3,3,3,4,3,3,2,3,3,3,2,3,3,4,5,2,3,4,2,3,4,4,3,4,5,3,4,1,1,4,3,3,4,3,2,3,2,4,5,3,1,1,1,3,7,2,8,6,4,3,2,3,2,2,3,3,4,2,3,1,2,3,3,3,2,2,2,0,1,0,1,0,1,0,1,2,4,5,1,3,5,3,5,2,3,6,2,2,6,4,4,2,3,3,3,3,5,3,2,5,1,5,26,15,18,32,22,1,1
1551629194,71,6,1, ,0,1,1,0,1,1,0,0,5,1,22,0,2,0,1,0,1,0,3,1,1,1,1,0,4,3,2,2,4,5,3,2,2,2,1,2,2,2,6,6,3,3,3,4,4,4,5,4,4,4,4,4,4,3,4,4,4,3,4,3,1,2,3,3,4,0,0,0,7,7,6,7,6,3,4,4,2,1,3,4,4,3,2,3,3,2,1,4,4,3,3,2,0,1,0,0,1,0,0,0,2,1,2,1,2,3,2,3,3,3,3,3,4,5,2,4,2,4,3,4,3,4,2,4,5,5,5,33,8,20,35,16,0,0
1551830864,61,5,1, ,0,1,0,0,3,1,0,0,5,1,22,0,4,0,1,0,1,0,3,1,1,1,1,0,4,2,3,1,2,5,4,2,3,3,2,4,4,2,8,9,2,4,4,4,5,5,5,5,5,5,5,4,4,5,4,5,5,2,4,3,4,1,2,2,3,1,0,0,7,6,10,6,5,2,4,3,3,3,3,3,4,3,4,4,4,3,2,4,4,4,4,2,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,4,1,4,1,5,1,5,3,5,4,4,1,1,5,5,6,34,5,17,42,24,0,0
1551894982,50,4,1, ,0,1,0,0,2,1,0,0,6,1,28,0,3,0,2,1,0,0,5,1,1,1,1,0,1,3,5,3,3,3,3,3,3,3,2,2,4,1,8,7,4,3,3,5,4,3,5,5,3,5,1,1,3,1,1,1,1,1,1,3,1,3,5,3,5,0,1,0,11,11,11,11,11,1,2,2,4,1,1,2,2,3,1,1,1,1,1,1,2,1,2,4,1,3,1,2,0,0,1,1,1,3,4,3,2,2,2,2,1,3,1,2,2,4,4,2,2,5,1,3,2,5,1,5,5,5,5,55,13,18,36,21,0,0
1552311376,64,5,1, ,0,2,1,1,4,6,1,1,4,1,22,0,3,0,2,1,0,0,2,1,6,0,4,0,2,4,1,1,2,5,2,2,2,4,1,3,4,1,7,6,4,4,4,3,5,5,4,5,4,3,4,4,5,4,3,5,5,5,1,5,1,5,1,5,1,1,1,0,8,9,7,7,7,2,2,2,3,3,3,3,4,3,2,2,2,2,2,4,4,4,2,2,0,1,0,0,1,0,0,0,1,3,2,1,2,5,2,4,2,4,2,4,4,4,2,2,2,2,4,3,4,3,3,4,1,1,1,38,9,15,37,19,0,0
1554006472,36,3,2, ,1,1,0,0,2,1,0,0,1,0,20,1,2,0,5,3,0,0,2,1,1,1,2,1,2,4,4,2,2,4,4,2,2,4,2,4,4,3,1,10,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,5,5,2,4,3,2,4,2,4,2,0,1,0,7,4,11,5,7,4,4,2,3,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,0,1,0,0,1,0,0,0,4,4,4,2,4,2,2,5,2,3,3,4,3,5,2,4,2,4,4,4,5,4,4,4,5,5,5,34,18,18,18,25,1,0
1554762931,53,4,2, ,1,2,0,0,4,1,0,0,6,1,18,0,3,0,1,0,1,0,4,1,1,1,1,0,5,2,2,2,3,4,1,1,1,2,1,2,3,1,10,10,3,4,4,4,4,4,4,5,4,4,1,1,2,2,1,2,3,3,3,3,1,3,3,3,3,0,0,0,8,8,6,6,8,1,4,4,4,4,4,4,4,2,1,4,4,4,3,4,4,3,2,2,0,1,0,0,1,0,0,0,1,1,1,1,3,4,4,3,2,2,1,1,2,2,2,4,1,4,1,4,2,4,1,1,5,7,5,36,7,18,37,12,1,0
1554924853,21,1,2, ,1,2,0,0,2,1,0,0,3,0,18,0,4,0,2,1,0,0,4,1,1,1,1,0,3,3,2,1,1,5,3,2,2,2,1,3,2,1,5,6,2,4,4,3,5,5,4,4,4,3,2,2,3,3,2,3,4,3,3,4,2,3,3,3,2,0,1,0,6,8,11,7,8,4,4,4,4,3,3,3,4,4,2,3,3,3,3,4,4,2,3,2,0,1,0,1,0,1,0,1,3,4,4,4,5,4,4,6,5,3,2,5,2,6,3,4,4,3,5,5,5,4,4,5,5,5,5,40,20,15,36,16,1,0
1555387267,55,5,2, ,1,4,1,0,4,1,0,0,8,1,24,1,1,1,1,0,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,2,2,3,2,3,3,3,5,5,3,1,2,2,5,4,4,5,5,5,2,2,2,2,1,3,3,3,3,3,2,2,3,4,3,0,0,0,7,8,6,6,8,1,1,2,1,1,3,2,2,1,2,2,2,2,2,4,3,2,2,2,0,1,0,1,0,1,0,1,1,3,3,3,4,4,4,4,4,4,3,4,3,4,3,3,3,3,4,3,2,4,3,4,5,5,5,35,14,18,33,21,1,0
1555582961,42,3,1, ,0,1,0,0,4,1,0,0,5,1,18,0,1,1,3,2,0,0,3,2,1,1,2,1,3,1,1,1,3,5,2,2,2,3,1,1,3,1,9,9,1,2,2,5,3,3,5,4,4,5,1,1,2,1,1,4,4,3,1,5,1,5,1,5,1,0,1,0,11,10,9,11,11,1,2,1,2,2,1,1,2,2,1,2,2,2,2,4,4,2,3,2,0,1,0,0,1,0,0,0,4,4,5,3,4,5,4,5,4,3,3,6,3,6,5,5,3,2,2,3,5,4,4,5,5,5,5,52,20,14,33,15,0,0
1556943883,66,6,1, ,0,2,0,0,2,1,0,0,4,1,22,0,2,0,1,0,1,0,10,1,6,0,1,0,3,3,2,1,2,2,4,1,1,3,1,1,4,1,7,7,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,2,4,1,5,1,5,4,1,0,0,8,4,5,3,3,3,3,3,2,1,1,1,4,3,3,3,3,2,1,4,4,4,3,2,0,1,0,0,1,0,0,0,1,1,1,1,3,6,4,4,1,1,2,2,2,5,2,5,2,4,2,4,3,4,1,4,5,1,1,23,7,13,34,16,0,0
1557811646,72,6,2, ,1,3,0,0,4,1,0,0,4,1,22,0,2,0,1,0,1,0,2,1,1,1,1,0,4,4,3,2,3,4,4,2,1,4,1,1,3,2,6,8,3,4,4,3,5,5,5,5,5,5,5,5,4,5,4,5,5,3,5,3,1,2,4,3,2,0,0,0,9,9,8,9,8,3,4,4,4,2,1,2,4,2,4,4,4,3,2,4,4,4,2,2,0,1,0,1,0,1,0,1,1,1,1,1,1,4,2,2,2,1,1,3,2,1,2,5,3,2,1,5,1,5,1,5,5,6,5,43,5,20,41,18,1,0
